form,deprel,count
d,advmod,166
sonné,acl:relcl,5
dong,dep,3
ding,flat:foreign,3
sonné,xcomp,1
carrousel,ROOT,3
julie,flat:name,11
marteau,obl:mod,8
établi,obl:arg,4
meuble,ROOT,15
essence,obj,28
chéri,amod,21
də,case,1
peux,det,1
scies,ROOT,1
établi,obl:mod,3
vis,nmod,9
tourne,obj,2
vis,conj,3
ferme,advcl,24
scie,obj,5
cassé,dep,45
aimerais,conj,6
meuble,obj,4
demandé,acl:relcl,21
scie,obl:mod,1
garage,obl:arg,71
dépanne,ROOT,1
dépanner,ROOT,1
dépanneuse,obl:mod,2
désordre,obj,6
ho,vocative,3
besoin,ROOT,24
range,xcomp,18
sorti,ccomp,7
boîte,dep,16
calmement,advmod,8
désordre,obl:arg,2
orange,amod,76
essence,ROOT,2
gai,ROOT,22
un,mark,25
rentré,advcl,10
entendu,acl,3
voiture,nsubj:pass,2
garée,ccomp,2
garée,dep,1
garée,acl:relcl,1
garé,dep,1
wouhou,obj,1
rentré,dep,3
mauve,amod,15
barrière,obl:arg,12
tut,obj,8
venez,ROOT,32
ascenseur,ROOT,12
ascenseur,obl:mod,1
ə,mark,1
descendue,dep,1
car,obl:arg,2
wash,nmod,5
car,nsubj,2
car,ROOT,7
car,dep,1
laver,ROOT,31
lavé,ROOT,59
garagiste,obl:arg,4
pneus,obj,17
garage,nmod,14
donner,advcl,26
z,dep,2
nettoyé,ROOT,23
mouillée,advcl,5
garagiste,ROOT,6
la,mark,11
mienne,ROOT,10
dadam,flat:name,2
ulysse,mark,3
voitures,obl:arg,56
bac,dep,3
pris,conj,19
tienne,obj,10
dépanneuse,obj,4
bleue,amod,94
voilà,expl:subj,36
jeter,advcl,6
jeter,conj,3
dépanneuse,nsubj,2
dépanneuse,ROOT,2
ulysse,case,2
remise,conj,1
raison,obl:arg,3
pleurer,acl,8
dépanneuse,amod,1
bonhommes,obl:mod,3
zoo,nmod,21
rien,case,9
bouh,fixed,2
ohlàlà,fixed,4
garage,nsubj,9
lesquelles,dep,5
tantôt,advmod,87
arrêtes,acl:relcl,11
lumières,obj,8
balle,nmod,18
çuilà,obj,5
hue,ROOT,10
bateau,nmod,85
tiens,vocative,61
hue,nmod,5
dada,flat:name,3
dada,ROOT,21
cœur,obj,4
da,dep,64
da,nmod,44
pomme,dep,17
pomme,conj,26
couper,xcomp,262
poireau,obj,6
edouard,ROOT,6
redonnes,ROOT,11
joues,obl:mod,7
prêtes,ROOT,33
redonne,advcl,1
redonnerai,ROOT,1
quelle,dep,7
têtue,ROOT,8
pi,obl:mod,2
edouard,dep,2
edouard,obj,2
enchanté,ROOT,4
pauline,obl:mod,5
qui,acl:relcl,3
est,punct,4
poulette,obj,5
lolo,ROOT,10
pi,fixed,13
oiseaux,dep,12
oiseaux,nsubj,18
dessiner,dep,8
traits,ROOT,7
petit,conj,53
pot,conj,9
li,dep,3
laire,nmod,2
vache,conj,10
pistache,ROOT,5
mamama,ROOT,1
évidement,advmod,6
kak,ROOT,54
crampe,obj,4
vaveuveu,ROOT,1
fuit,ROOT,14
fuit,ccomp,2
délicieux,amod,9
cassé,ccomp,42
baves,conj,1
rouges,nmod,1
donner,ROOT,47
ils,det,12
os,dep,3
sûre,conj,12
empiler,xcomp,3
demande,dep,28
tagtagadatagtagadagada,ROOT,1
pépère,dep,6
la,conj,19
plumerais,ROOT,1
alouette,dep,2
alouette,ROOT,5
eh,nsubj,20
chut,det,2
attens,nsubj,2
cherches,dep,14
pousses,ccomp,9
compris,parataxis,7
ma,ROOT,20
coller,xcomp,114
ronde,dep,1
touche,nmod,2
déglinguer,dep,1
disparaisse,advcl,1
passée,acl:relcl,5
tire,conj,10
nuages,dep,7
papier,conj,10
déglingué,acl,1
nat,fixed,7
jouet,conj,6
non,nsubj,17
moques,ROOT,15
venger,advcl,2
vlong,ROOT,1
rétablissement,ROOT,1
cricricri,ROOT,2
ah,amod,3
condition,obl:arg,1
chaussures,obl:mod,43
vont,conj,30
scratchs,ROOT,1
d',amod,34
installé,ROOT,14
couché,xcomp,13
lèche,conj,1
croises,ROOT,5
cool,xcomp,1
couché,ccomp,7
hamac,nmod,4
tatatatatatata,ROOT,1
décarcasse,ccomp,1
range,ccomp,39
fuiou,ROOT,1
cououh,ROOT,1
tente,obj,12
tente,dep,2
toit,ROOT,36
toit,obl:arg,20
rends,conj,3
tartes,obj,7
ao,ROOT,1
pleure,ccomp,16
d',ccomp,11
touches,conj,9
fâches,acl:relcl,1
suppositoire,obj,9
nananananèse,ROOT,1
huile,obl:mod,2
na,ROOT,29
na,dep,172
arrêtez,fixed,1
culotte,obl:arg,9
crotte,obj,20
interprétée,acl,1
jea,obl:agent,1
nanou,fixed,5
coudi,ROOT,1
couteau,dep,8
entier,ROOT,6
mouillée,ROOT,40
toutoutoutout,amod,1
viens,obl:arg,4
placard,nmod,10
fuit,fixed,1
attends,acl:relcl,15
ouaf,dep,3
absolument,advmod,59
enlève,det,3
obligé,conj,10
allume,dep,4
allume,xcomp,3
jea,iobj,2
scier,dep,1
outil,obj,2
prêter,xcomp,34
fripouille,dep,2
crains,ROOT,12
pire,obj,8
marché,ROOT,63
cartons,obj,5
visite,obj,8
der,ROOT,1
quitte,acl,1
lieux,obj,2
wowo,ROOT,1
idée,ccomp,24
allo,fixed,5
rigoler,conj,3
super,ccomp,2
préparé,acl:relcl,17
stylo,obj,36
noter,xcomp,6
appelait,ccomp,19
remis,dep,7
crayon,nsubj,13
amusé,ROOT,8
colère,obl:arg,8
rouge,xcomp,17
entend,ccomp,10
hauteur,obl:arg,5
portée,ROOT,2
montreras,ROOT,21
valérie,nmod,18
promènes,acl:relcl,3
poupon,ROOT,5
poupon,nmod,1
popõ,ROOT,1
papøpapø,dep,1
gros,det,2
winnie,ROOT,35
finalement,fixed,3
profites,dep,1
parc,obj,5
renard,nsubj,13
pointues,amod,7
éléphant,nsubj,37
rappeler,xcomp,21
ligne,ROOT,13
colères,obj,2
impeccable,ROOT,11
impatient,ROOT,5
cote,obj,2
rêvé,ROOT,9
journées,obl:mod,1
en,ROOT,63
kʁa,nmod,1
attrape,xcomp,8
promener,acl,1
mal,fixed,38
timo,ROOT,2
ménage,obj,56
parti,acl:relcl,25
balais,obl:mod,1
balais,nmod,2
les,conj,9
pelles,conj,1
valérie,obl:arg,6
passion,ROOT,3
commencé,ccomp,5
confirmé,conj,1
théo,ROOT,9
suspect,ROOT,1
entendais,ROOT,6
soeur,dep,5
pipelette,ROOT,1
finie,amod,1
dididididididi,ROOT,1
attend,expl:subj,5
écoute,parataxis,4
poubelle,ROOT,45
poubelles,obj,37
oeil,obl:arg,19
boucle,ROOT,42
raison,ROOT,17
ch,obj,8
réputation,obj,2
heineken,ROOT,1
bouteilles,obj,17
bouteilles,dep,1
extasie,ROOT,1
dessin,obl:arg,18
dessin,nsubj,7
vue,acl,7
école,obl:mod,415
rangés,ROOT,11
tok,ROOT,1
bidon,nmod,5
chausson,ROOT,32
appelles,ccomp,28
mines,obj,2
rigoler,ROOT,20
disais,xcomp,1
râpé,ROOT,2
timo,nmod,1
gribouillis,ROOT,2
amélie,conj,1
matin,nsubj,3
cru,advcl,5
pourquoi,acl,1
sens,conj,14
te,obl:arg,2
poussin,ROOT,89
anthonin,ROOT,1
rigolo,xcomp,10
poules,obl:mod,3
coq,nsubj,30
cocorico,ROOT,9
poussin,nmod,50
chat,ccomp,7
retournes,ccomp,4
admirer,ROOT,1
descendre,ROOT,30
assois,advcl,7
crevé,xcomp,1
exciter,ROOT,2
fourmi,ROOT,24
fourmi,obj,10
fourmi,nmod,3
mireille,nmod,5
mireille,ROOT,10
abeille,nmod,18
miel,nmod,22
ra,dep,1
lève,conj,7
attend,dep,21
attend,xcomp,3
attend,nsubj,3
pelioto,ROOT,1
cou,conj,3
garçons,conj,13
habituée,ROOT,4
remarqué,advcl,2
tu,ccomp,14
rivière,ROOT,14
rivière,nmod,38
penser,ROOT,17
bateau,obl:arg,63
filmait,ccomp,3
déplaît,conj,1
inconscient,ROOT,2
tu,obl:mod,8
touchais,advcl,1
rivière,obl:mod,12
sang,fixed,1
pied,det,1
esprit,obj,4
kra,ROOT,2
poussette,dep,3
la,ccomp,5
déplier,xcomp,3
du,nummod,4
foncer,ROOT,2
partir,advcl,25
pomme,nsubj,7
bomt,ROOT,1
ballons,nmod,10
valérie,obj,12
poupon,nsubj,1
poupon,dep,1
cuire,xcomp,58
bruit,conj,2
porte,nsubj,27
page,nsubj:pass,1
collée,ROOT,6
dauphin,ROOT,24
camille,nmod,30
wouf,ROOT,33
un,flat:foreign,2
grimpe,xcomp,3
histoire,nmod,47
croco,nmod,13
momo,nmod,1
drôles,obj,15
tortue,obl:arg,6
nage,acl:relcl,13
çuilà,ROOT,4
auto,ROOT,38
tut,ROOT,54
tut,dep,48
poteau,ROOT,8
dodo,conj,6
fini,fixed,6
écureuil,ROOT,49
renard,nmod,19
sauterelle,ROOT,15
boutons,nsubj,2
oreille,obl:arg,30
tee,obj,66
sèche,obl:mod,1
cheveux,dep,18
échafaudage,obj,2
ch,nmod,4
échafaudage,ROOT,2
ouvriers,nmod,1
nettoient,acl:relcl,2
coiffes,ROOT,8
oreilles,obl:arg,53
héla,dep,1
il,case,38
instants,obl:mod,4
pauline,nsubj,17
babain,obj,2
spontanément,advmod,4
claire,dep,1
donne,nmod,1
raconte,advcl,14
cochon,nmod,106
pingouin,case,1
nina,nsubj,5
bébé,nsubj:pass,5
caché,obl:arg,2
nina,obj,2
trouvée,ccomp,4
chaussons,ROOT,72
conversation,obj,5
enregistrés,acl,1
dessus,nmod,18
écran,obj,6
téléphoner,dep,1
ressors,ROOT,4
pfff,advmod,1
papy,dep,13
nune,dep,1
boom,nsubj,1
nounoune,obl:arg,1
serrer,xcomp,20
manivelle,ROOT,1
costeau,dep,1
ouaouh,ROOT,27
pourrais,advcl,7
mine,conj,2
manivelle,obl:mod,1
escalade,ROOT,7
banc,nsubj,2
minou,obl:mod,6
apportes,advcl,2
aimant,obj,14
colorie,obj,1
recollé,ROOT,6
boom,ROOT,5
coté,nmod,6
efface,parataxis,1
cassé,conj,25
choix,nmod,3
élastiques,amod,1
sacs,obl:mod,3
voilà,obl:arg,6
agréable,xcomp,7
jolie,advcl,6
voie,advcl,7
bascule,nmod,18
noune,ROOT,6
voie,ccomp,13
voie,ROOT,9
barrette,obl:arg,2
retirer,conj,2
jolie,dep,2
rigolent,acl:relcl,2
pleurent,acl:relcl,6
reculais,ROOT,1
voulu,dep,3
good,ROOT,3
détruis,dep,1
hah,ROOT,5
heuh,dep,50
sauve,xcomp,3
crado,ROOT,8
boum,det,6
péter,xcomp,7
neuvième,ROOT,1
vole,ROOT,102
bouge,xcomp,21
dossier,obj,9
assied,xcomp,8
deuxième,ROOT,26
tête,conj,22
plonges,ROOT,3
fais,acl,19
sac,nsubj,22
finis,ROOT,96
âne,obj,19
micro,nmod,23
enroué,ROOT,1
aza,ROOT,1
séchage,obj,1
pyj,dep,2
pyj,ROOT,3
pardon,nmod,37
fleuri,amod,5
crac,ROOT,8
crac,nmod,3
crac,flat:name,1
dés,mark,6
pénible,advcl,2
mou,nmod,2
mou,amod,5
couches,obj,21
agla,ROOT,1
you,ROOT,12
ferme,conj,14
continue,xcomp,36
médicaments,ROOT,7
dit,fixed,24
hémorragie,obj,1
mh,obj,5
tarder,ROOT,1
surgelé,acl,2
purée,conj,12
carottes,nmod,27
surgelée,acl,1
mh,fixed,5
mh,nmod,12
traces,obl:arg,7
cou,nsubj,8
tiens,acl:relcl,19
apéricubes,ROOT,3
apéro,ROOT,6
intéressant,amod,6
apéricube,dep,1
avale,ROOT,18
?,obl:mod,10
du,dep,6
bon,acl:relcl,14
cravate,nmod,1
suite,dep,3
bouillant,ROOT,3
friandise,case,1
test,ROOT,4
température,nmod,1
goûteur,nsubj,1
exagères,ROOT,28
exagères,dep,2
délicat,ROOT,10
regoûte,obj,1
traumatisé,ROOT,2
utiliser,xcomp,39
ruse,obj,1
gratin,nmod,3
bleu,obl:mod,19
gratin,dep,1
picard,ROOT,1
cinéma,dep,4
plein,ccomp,2
brûlant,ROOT,5
délicat,amod,2
brûlé,ROOT,10
degré,obl:mod,2
avis,ROOT,39
d,ROOT,105
souffrance,ROOT,2
exagération,dep,1
sûr,advcl,28
juré,dep,1
bouchée,obj,24
arrête,parataxis,7
revanchard,ROOT,1
fatigue,nmod,4
vire,ROOT,1
n',obl:arg,1
père,nmod,72
apéricube,obj,3
soi,ROOT,1
passage,ROOT,9
passage,acl,1
enfourne,ROOT,1
heureux,ROOT,6
apericube,obj,1
finis,advcl,8
d,punct,6
parfaitement,advmod,15
pff,dep,16
roi,dep,4
on,mark,14
niveau,case,2
timing,obl:mod,1
petou,obj,2
bo,ROOT,3
fesses,nsubj,13
gratin,obj,12
chaussure,nmod,9
coucher,advcl,10
cochon,nsubj,59
abeilles,ROOT,10
mouches,conj,3
wouah,ROOT,70
wouha,nmod,28
wouah,nmod,13
wouha,advcl,1
gâté,dep,1
gâté,xcomp,37
gâté,ROOT,23
gâté,acl,2
gâté,obj,10
fais,mark,1
cœur,obl:mod,5
dessin,obj,200
frise,ROOT,3
frise,dep,1
fameuse,amod,5
baba,obj,3
cassettes,nmod,3
éclaire,advcl,2
torche,obl:mod,1
côtés,dep,4
gourdin,obj,1
massue,conj,1
de,obj,108
ordinateur,obj,43
val,obl:mod,1
courir,xcomp,43
limite,advcl,2
ballon,nmod,38
attend,acl:relcl,9
vas,vocative,33
qui,nummod,24
tourne,acl:relcl,38
compris,acl:relcl,14
plein,obl:arg,23
agréable,conj,3
appelais,acl:relcl,1
mouchoir,ROOT,25
enrhumé,ROOT,9
père,obj,65
tim,mark,8
bouge,acl:relcl,32
étoiles,obj,19
celles,obl:arg,4
lettres,nmod,33
ronds,ROOT,37
noirs,amod,31
série,ROOT,4
touche,obj,4
touche,obl:arg,6
messages,obj,6
cherché,ROOT,16
ta,dep,29
jus,obj,146
orange,nmod,145
tttt,ROOT,6
val,nmod,4
lait,nsubj,12
réchauffer,xcomp,14
excité,ROOT,18
canapé,obl:arg,57
contre,amod,9
bouh,dep,14
bricole,ROOT,8
moindre,conj,1
rangé,case,1
pochette,obl:mod,8
impeccable,obj,1
impeccable,xcomp,3
amusant,ROOT,30
vu,fixed,3
talons,ROOT,1
chèque,nmod,1
carton,obl:mod,11
carton,dep,1
rangement,obj,4
boule,ROOT,66
fait,obl:arg,19
nous,conj,24
eh,advmod,5
arbres,ROOT,23
celle,obl:arg,35
att,nsubj,1
tac,obj,10
léon,dep,2
gros,advmod,11
porte,obl:mod,42
chauffer,dep,5
chaudron,obl:mod,1
feu,obj,133
léon,nsubj,2
bourdon,nsubj,2
ronfle,ROOT,14
installes,advcl,1
poisson,dep,29
camille,obj,38
poupette,obj,1
sur,ROOT,27
arrêtes,ccomp,8
ronde,amod,8
copines,nmod,1
étoiles,nmod,9
doux,dep,12
coup,nsubj,6
écharpe,obj,25
awawa,ROOT,1
fusées,dep,1
tchi,dep,6
un,expl:comp,6
éloigner,xcomp,4
tires,ccomp,10
livres,dep,15
pousse,advcl,12
regarde,obl:arg,12
compris,dep,12
sacs,ROOT,6
voyage,nmod,5
adresse,obj,6
bracelet,obj,18
perdre,ROOT,5
spoutch,ROOT,2
es,parataxis,2
copains,ROOT,35
fichent,acl:relcl,1
requin,ROOT,34
poursuit,advcl,2
arc,nsubj,2
sauver,dep,2
hi,expl:subj,1
hoplà,nmod,3
coût,obj,2
interrupteur,nmod,1
terriblement,advmod,1
triste,xcomp,10
abandonner,dep,1
assieds,nsubj,3
raie,obj,1
clémentine,ROOT,11
délicieux,ccomp,2
dormir,ROOT,17
oreiller,obl:arg,6
victor,nmod,21
victor,obj,19
endort,ROOT,9
manières,dep,2
vadrouiller,xcomp,2
dangereux,advcl,10
complet,ROOT,8
vieux,ROOT,32
hasard,ROOT,6
aurait,ccomp,9
crie,dep,9
poussins,obj,25
sauvage,ROOT,6
lourde,amod,2
surprise,ROOT,36
babar,nmod,42
piqué,dep,2
coups,ROOT,11
médisante,ROOT,1
entier,amod,12
pépère,obl:mod,1
gobelet,ROOT,5
moulin,obl:mod,9
piles,obl:arg,14
pépère,ROOT,8
laquelle,nsubj,8
carré,ROOT,70
rond,obl:mod,9
étoile,obl:mod,5
rentrer,dep,10
cases,obl:arg,1
ici,nummod,19
étoile,nmod,8
agrandir,ROOT,2
masa,nmod,1
papa,ccomp,25
demandait,ROOT,8
coiffeur,ROOT,4
chèque,obj,1
voulais,conj,9
paie,ccomp,1
exposition,obj,6
parc,ROOT,25
officiel,amod,1
marine,nmod,2
sortis,ROOT,6
nanou,det,2
fais,nsubj,10
étape,obj,5
étape,ROOT,2
déterminante,amod,1
barbier,ROOT,1
historique,obj,1
mic,mark,1
trente,nummod,47
poubelle,nmod,23
autant,fixed,11
odeur,nsubj,8
peu,ccomp,3
répugnante,ROOT,1
toboggans,obj,4
carte,obl:arg,17
bibliothèque,nmod,12
disparu,conj,2
bibliothèque,dep,1
attendaient,ROOT,3
stupide,ROOT,4
sale,obj,2
coiffeur,obl:arg,20
chez,fixed,12
agn,nmod,1
nas,obl:arg,1
gamine,obj,1
chez,dep,8
mar,acl:relcl,2
amusaient,ROOT,1
couche,obl:arg,23
exprès,ROOT,9
dirais,ROOT,21
sers,dep,3
comment,fixed,20
panini,obj,1
crêpe,conj,2
nutella,nmod,20
nana,obj,2
galerie,nmod,1
sinon,dep,3
le,expl:subj,14
cher,ccomp,2
trente,det,3
cinq,det,8
mille,det,6
francs,ROOT,8
pouvez,conj,3
payer,xcomp,25
savez,ROOT,23
achetez,advcl,2
tableau,obj,23
prend,conj,18
ceci,nsubj,9
réserve,obj,3
étonne,acl:relcl,3
lyon,obl:mod,4
connue,xcomp,1
ai,obl:arg,3
filé,ROOT,1
plaquette,obj,2
montrerai,ROOT,25
vendu,ROOT,4
tableaux,obj,3
prix,ROOT,6
mille,nmod,4
revendez,ROOT,1
valeur,obj,2
vend,ROOT,6
calcul,ROOT,2
irai,ROOT,18
irai,ccomp,5
natures,obj,1
mortes,amod,4
mal,xcomp,7
poires,ROOT,12
lumineux,ROOT,2
niveau,obl:mod,10
technique,amod,5
heuh,obj,4
pour,nsubj,5
agn,dep,1
midi,dep,12
jea,case,1
c',aux:tense,4
journée,nsubj,4
à,cop,10
être,aux:tense,17
crêpes,obj,35
lingettes,obj,3
crêpes,dep,3
tape,ccomp,8
arrives,dep,11
énerver,xcomp,9
exposition,nsubj,1
termine,dep,3
samedi,obj,5
essayerai,ROOT,3
dure,acl:relcl,2
pouvez,ccomp,2
repassez,xcomp,1
samedi,nsubj,2
aura,advcl,35
monde,obl:arg,49
point,nsubj,1
part,obl:mod,42
toile,obl:arg,1
bruit,dep,18
vache,dep,16
broute,ROOT,1
chèvre,nsubj,3
mourir,xcomp,16
chr,dep,5
penseras,ROOT,1
semer,xcomp,2
razzia,obj,1
poubelle,obj,27
newton,dep,1
newton,ROOT,1
déchaîne,dep,1
marre,xcomp,2
rafraîchit,ROOT,2
agréablement,advmod,1
peau,obl:mod,4
dalle,ROOT,1
hydrate,ROOT,1
surface,obl:mod,2
pourrait,ccomp,27
con,ROOT,7
mouille,ROOT,25
hydrate,ccomp,1
mouille,conj,1
tonifiant,ROOT,1
discrètement,advmod,1
where,ROOT,7
is,dep,102
the,dep,19
bouton,flat:foreign,1
heure,advcl,7
banane,obl:mod,6
secondes,dep,4
demain,obl:arg,5
micro,obl:mod,35
papapapa,ROOT,2
grève,obj,10
paaapa,ROOT,1
ff,mark,1
avales,advcl,1
paapa,ROOT,2
papapa,ROOT,1
mamamama,ROOT,1
paapa,flat:name,1
baba,ROOT,14
aye,ROOT,21
aye,flat:name,1
gencives,obj,1
aye,vocative,1
aye,fixed,1
blw,ROOT,1
blw,obj,1
blw,flat:name,2
bobo,dep,8
bosses,obj,18
euuuh,ROOT,1
tope,ROOT,1
celle,nmod,34
ci,nummod,3
tape,xcomp,3
bouteille,conj,4
donné,obl:arg,2
blanc,dep,7
ramassé,ROOT,21
vu,punct,1
filmes,ROOT,15
attendant,advcl,49
cappuccino,obj,1
cappuccino,ROOT,1
que,acl:relcl,21
adrien,obl:mod,53
ou,dep,10
boulot,obl:arg,17
espèce,obj,22
singe,nmod,35
enregistrement,obj,13
elsa,obj,27
rends,ccomp,4
heh,ROOT,5
choisis,acl:relcl,8
remet,dep,8
emeric,nsubj,18
huits,nummod,1
yaourts,obl:mod,1
ca,case,5
de,obl:arg,36
maman,ccomp,26
clés,obl:mod,4
lâche,amod,2
papa,expl:subj,1
éclair,obj,5
chambre,nsubj,23
danser,xcomp,64
danses,acl:relcl,7
boutons,obl:arg,20
chaîne,obj,12
baba,dep,1
il,obj,44
baisse,advcl,1
wops,ROOT,1
l,obj,98
coins,obl:arg,4
cachettes,obl:mod,1
arthur,nsubj,44
décembre,nmod,23
deux,nmod,149
mille,fixed,68
arthur,ROOT,83
vent,obl:arg,12
jour,dep,18
ael,nmod,63
père,obl:mod,31
kirikou,ROOT,36
kirikou,obl:arg,5
tempête,conj,2
nettoies,ROOT,30
troisième,conj,6
troisième,ROOT,16
anaé,xcomp,114
homère,obj,2
neige,ROOT,52
arthur,nmod,34
repasser,acl,20
décorations,obj,9
achetées,acl:relcl,5
anaé,ROOT,285
maman,mark,12
anaé,acl,90
spectacle,obl:arg,11
spectacle,ROOT,25
nourrices,nmod,1
ael,obj,66
bougies,ROOT,22
plein,acl:relcl,2
décorations,obl:arg,2
coeurs,obj,13
gris,amod,29
cerfs,ROOT,3
doré,ROOT,6
doré,advcl,1
argenté,conj,1
ils,expl:subj,8
belles,dep,1
boules,dep,5
dorées,amod,1
argentée,amod,1
belles,ROOT,29
argenté,ROOT,1
anaé,nsubj,65
bougie,ROOT,16
mèche,obj,4
homère,ROOT,10
brûle,conj,2
feutrine,nsubj,2
sapin,obl:arg,20
peut,xcomp,20
en,aux:tense,4
mangé,dep,13
mangée,ccomp,1
jouer,ccomp,5
glace,obj,35
anaé,nmod,49
noeuds,ROOT,8
boules,ROOT,33
guirlandes,ROOT,7
guirlandes,conj,3
ronds,conj,4
regardera,conj,7
quand,case,22
sapin,obj,58
ouvrira,advcl,2
branches,obj,5
arthur,dep,18
anaé,obj,51
ael,obl:mod,20
véro,obl:mod,29
véro,ROOT,7
sapin,nmod,21
mouchoirs,ROOT,3
kitri,obl:arg,1
kitri,ROOT,1
chats,nmod,20
belle,obl:mod,1
belle,xcomp,23
ael,dep,34
arthur,obj,37
bleu,conj,37
zorro,xcomp,2
bouche,nsubj,24
zorro,ROOT,6
voici,ROOT,54
zorro,obj,2
anaé,mark,35
reinette,nmod,12
api,nmod,16
tapis,nmod,25
bouchée,ROOT,12
noir,conj,20
blanc,conj,34
gris,conj,3
noir,flat:foreign,1
tûtût,ROOT,2
anaé,dep,83
mamie,xcomp,5
papi,dep,15
ael,ROOT,75
partager,xcomp,18
bonbons,obj,57
t,iobj,89
ael,obl:arg,20
mouche,xcomp,8
suce,ROOT,8
arrêtez,ROOT,15
hamac,obj,1
blang,obj,1
coupe,advcl,14
trampoline,nmod,1
tienne,advcl,11
kirikou,conj,1
blang,nmod,1
voulez,acl:relcl,18
magasin,obl:mod,38
décorer,xcomp,9
sept,conj,6
jours,obl:arg,11
dix,obl:mod,9
école,obj,71
papa,fixed,5
atelier,obj,4
art,nmod,11
denise,flat:name,13
anaé,obl:mod,10
manteaux,obj,5
sage,xcomp,22
anaé,fixed,16
sapins,nmod,3
repayer,xcomp,1
nan,mark,81
sucettes,obj,12
sienne,obj,5
couleur,nmod,104
toi,det,29
langue,nsubj,7
violette,ROOT,9
violette,amod,10
canon,obl:mod,1
attaches,obj,1
parisiennes,amod,1
descendre,conj,7
peau,obj,45
calendrier,obl:mod,4
construit,acl:relcl,8
construit,dep,6
calendrier,obj,9
cadeaux,obl:mod,10
manche,obj,10
elle,case,27
intérieur,dep,6
enlèves,ccomp,23
clémentine,nmod,1
habits,ROOT,20
gentils,ROOT,21
femme,nsubj,17
louvre,nmod,1
brigands,ROOT,1
bouillie,obj,2
pinocchio,obj,8
pinocchio,nmod,15
éplucher,dep,1
décorations,ROOT,7
viens,punct,3
attrapes,obl:arg,1
pierre,nsubj,7
congélateur,obl:arg,4
vélo,obl:arg,37
robe,obl:mod,24
tricycle,obj,7
pédaler,xcomp,4
pédale,nmod,4
bagage,nmod,1
contente,ccomp,13
conduit,dep,10
pédales,obl:arg,8
pédales,nmod,1
appuie,conj,8
oupla,obj,2
roue,ROOT,29
roues,obl:arg,14
tricycle,obl:mod,1
roue,conj,3
vroumvroum,ROOT,9
vroumvroumvroumvroumvroumvroumvroum,obj,1
selle,ROOT,8
broumroum,ROOT,1
hmmm,ROOT,5
oupla,ROOT,3
sali,ROOT,16
minnie,nsubj,11
minnie,nmod,22
oreilles,obl:mod,37
broumbroum,ROOT,3
sauves,ROOT,5
ouhouhouh,ROOT,1
boudaboum,flat:name,1
joues,nsubj,1
yeux,conj,10
bête,dep,16
breuuuuuuuuuummmm,ROOT,1
reviendra,advcl,3
beau,ccomp,59
minnie,conj,1
crikcrikcrikcrik,ROOT,1
la,xcomp,10
hou,det,27
risques,acl:relcl,3
hm,dep,57
voulait,acl,1
livre,appos,3
poulpo,nmod,7
poulpo,ROOT,16
poulpo,dep,3
débrouille,ROOT,19
été,obj,2
raides,ROOT,1
hm,nmod,159
poulpe,nmod,2
poulpette,conj,3
poulpo,obj,4
fer,obj,4
vêtements,obj,22
repasser,xcomp,21
charlotte,nmod,8
sophie,ROOT,21
sophie,nmod,14
brûler,xcomp,34
catastrophe,xcomp,5
fer,ROOT,11
écrit,ccomp,30
juin,nmod,17
midi,ROOT,18
verres,obj,28
verres,ROOT,13
lesquels,obl:mod,5
dragées,obj,1
baptême,nmod,1
remonter,ROOT,4
apparemment,ROOT,2
rouleau,ROOT,9
compresseur,amod,1
si,nsubj,19
papo,ROOT,1
chapeau,conj,6
fillette,ROOT,1
urgence,obj,3
papou,ROOT,22
bottes,obj,82
palestine,ROOT,1
palestine,obl:mod,1
palestine,obl:arg,3
toussaint,ROOT,1
aussi,flat:name,12
ro,ROOT,3
woh,ROOT,26
merci,fixed,26
barrette,nsubj,4
ouwa,ROOT,1
préparer,acl,7
mmhmm,ROOT,3
mmhmm,dep,1
belle,advcl,5
courgette,nsubj,1
fourchette,dep,5
camembert,conj,1
sandwich,obj,5
saucisson,nmod,8
sédart,obj,1
jus,obl:arg,8
sédart,ROOT,1
wouawou,ROOT,1
plateau,ROOT,5
tabouret,obl:arg,19
cornichon,obj,3
recracher,xcomp,2
escargot,nmod,27
rappelle,ccomp,8
oberos,obj,1
tournage,obj,4
décale,acl:relcl,2
compliqué,conj,12
permettez,ROOT,1
crick,ROOT,1
fromage,ROOT,77
danse,obj,18
dansait,ccomp,2
do,ROOT,5
ré,dep,7
mi,dep,7
fa,ROOT,1
sol,nmod,8
do,nmod,14
sautait,ROOT,1
araignée,nsubj,10
tricotait,ROOT,1
flacon,obl:mod,1
limaçon,nsubj,1
enfilait,ROOT,1
culotte,obj,127
ciel,obl:mod,40
fanfare,nmod,1
d,obl:arg,4
laurent,obj,4
rigole,acl:relcl,10
partais,ROOT,1
envers,ccomp,5
oula,expl:subj,1
ohlalalalalala,ROOT,1
bé,mark,2
sale,xcomp,18
ray,obj,1
charles,flat:name,1
c',nummod,22
tires,conj,12
avant,xcomp,18
saucisson,ROOT,14
saucisson,obj,36
fasses,advcl,6
taille,obl:arg,15
crêche,ROOT,5
pareil,obj,8
prêt,conj,4
retrouve,dep,7
remettras,ROOT,4
laver,acl,43
vaisselle,obj,45
gribouillons,obj,2
t',dep,37
dessin,dep,20
américains,dep,1
boite,dep,4
beau,dep,19
