form,deprel,count
piepsi,nsubj,1
schmetterling,conj,4
sausen,ccomp,2
paß,nmod,1
pieps,root,9
hops,nsubj,4
lurchibuch,flat:name,1
bank,root,40
naß,xcomp,9
töpfchen,obj,19
untertasse,obl,1
gehn,xcomp,6
windel,nsubj,16
naß,ccomp,3
neü,amod,31
weggerollt,root,4
maus,flat:name,65
paß,nsubj,9
kleben,conj,18
zukleben,root,3
seite,conj,19
stehenbleiben,xcomp,1
naß,flat:name,1
taschenlampe,obj,7
kissen,root,63
wum,flat:name,3
wum,nsubj:pass,1
wum,obj,4
drücken,conj,15
wum,nsubj,1
gelassen,ccomp,10
zumachen,parataxis,8
ausgeschlafen,ccomp,7
tischchen,appos,1
tischchen,obl,5
händchen,nmod,2
gummiband,obj,4
wolln,root,17
piepsi,obl,1
schlüssel,nmod,2
schild,obj,42
schreiberling,root,1
reinklettern,root,6
reinklettern,xcomp,1
regnet,ccomp,45
gehabt,advcl,7
fingerchen,nsubj,2
fingerchen,nmod,1
pieksen,root,17
einräumen,ccomp,3
soviel,advmod,47
einräumen,conj,10
koll,root,1
andere,nmod,20
susi,conj,3
muß,parataxis,7
hinein,compound:prt,137
hops,advmod,3
jaha,conj,2
stelln,xcomp,1
klotz,parataxis,1
klotz,root,16
rausnehmen,xcomp,5
draufstellen,ccomp,2
nei,root,5
baun,root,11
bänkchen,appos,1
schreibe,nmod,2
gepiekst,advmod,2
kohlrabi,obl,1
schreibe,root,92
jaha,nsubj,3
setz,ccomp,27
fällst,parataxis,7
füttern,advcl,7
pünktchen,obj,7
kadatz,flat:name,3
bürsten,root,10
haps,obj,6
schneller,advmod,118
wegen,root,10
fehlte,root,5
raffiniert,root,87
bim,flat,6
herr,appos,98
nasenmann,flat:name,3
ne,cc,45
quatsch,nsubj,14
wegrollt,advcl,2
ströpken,obj,1
pustet,ccomp,4
ffff,obj,1
schläfst,advcl,10
halt,flat:name,11
hand,conj,15
nuckeltuch,obj,1
kü,appos,1
küßchen,root,1
schokolade,appos,54
war,conj,87
parken,parataxis,5
sandkasten,root,12
fet,flat,2
menschen,obj,52
rand,obl,62
max,root,37
wie,compound:prt,6
hund,conj,27
uauaua,root,1
stall,nsubj,7
kikerikie,nsubj,1
kikerikie,root,4
tonne,obj,17
bagger,conj,7
notarztwagen,nsubj,1
een,appos,1
dolle,root,13
stacheln,obj,30
no,xcomp,1
ranschieben,root,10
zähne,root,53
heile,advmod,17
heil,xcomp,36
versteckspiel,root,1
guckie,root,1
doof,root,189
telefonieren,advcl,2
sagst,conj,52
alex,nsubj,23
stereo,root,2
jores,appos,1
tue,ccomp,9
solang,advmod,11
soll,acl,4
gurt,obj,4
eigene,amod,35
ärgern,root,70
ineinander,advmod,17
einer,appos,36
pulle,root,4
dolle,obj,3
neen,root,4
umfahren,root,7
gegengefahren,root,1
müh,root,2
düsch,root,1
pss,flat:name,1
raupe,root,48
enten,appos,16
ehe,obj,3
apfel,obl,26
pilz,root,20
lilalala,root,1
tritra,root,1
babsy,root,1
pupst,root,11
pup,root,10
pup,flat:name,3
blume,conj,20
mäuse,obl,6
vier,conj,50
sonja,obl,3
krumm,advmod,10
gefasst,root,5
helm,obl,8
nulli,flat:name,1
rollen,ccomp,7
rollen,root,90
jores,ccomp,1
euren,det,18
jacken,nmod,2
öffnen,root,19
aufräumen,parataxis,5
die,xcomp,33
zugehören,advcl,1
grüner,nsubj,5
fertiggemacht,root,1
balken,obj,6
mensa,root,3
mensa,obl,10
strassenteppich,obl,1
brum,advmod,1
zusammenstoß,root,2
gut,parataxis,77
abreißen,root,33
jawohl,conj,1
schwamm,obl,13
oberste,obl,1
surrt,root,3
sollten,root,10
letzte,nsubj,26
übrig,xcomp,60
konstantin,xcomp,2
vergnügen,obl,6
ohoho,obj,1
karrussell,obj,2
gewartet,root,36
angemacht,root,38
klasse,parataxis,4
konstantin,iobj,6
sorge,xcomp,1
drunterstellen,conj,1
schöner,advmod,29
bunt,conj,12
rausreißen,root,15
aufheben,conj,6
reinstecken,parataxis,3
find,parataxis,29
reißt,root,26
stuhl,parataxis,2
hingeworfen,parataxis,1
rumschmeißen,conj,1
sollst,parataxis,2
hatten,ccomp,35
zange,conj,6
uh,obj,18
glas,parataxis,2
uh,discourse,2
schnuffi,obj,1
schniefnase,obj,1
kriege,parataxis,15
adele,root,1
gemalt,ccomp,36
ferkel,appos,10
rosinenbrötchen,root,2
schüttet,ccomp,5
lappen,obj,53
bababa,obj,1
händen,nmod,21
gierig,advmod,5
schmiererei,root,5
stehen,parataxis,21
schön,conj,31
rot,nsubj,119
unglück,obj,4
dadran,obj,8
konstantin,advmod,4
rausschreien,ccomp,1
langsam,parataxis,1
tennisplatz,nsubj,1
müsste,root,27
abwärts,advmod,3
geholt,parataxis,5
weggeräumt,conj,2
bu,conj,3
uup,root,1
be,root,11
ungefähr,root,14
uninteressant,advmod,1
baden,obl,26
badeente,obl,2
auseinandergepflückt,ccomp,1
puzzlestücke,obj,1
dumm,root,83
strafst,root,1
lügen,obj,1
konstantin,obl,3
zufall,root,16
gescheit,root,7
gefehlt,root,15
bäh,obj,6
tempotaschentuch,nsubj,1
finden,conj,17
quatsch,appos,13
hunde,ccomp,1
wurst,parataxis,3
ausräumen,parataxis,1
stark,ccomp,2
stark,conj,14
rabenvater,root,1
bananen,obj,31
schrei,root,29
hochhebst,advcl,1
tüddel,root,2
möpschen,root,2
feuerwehrhaus,conj,2
aufräumen,obj,11
muscleman,root,1
schnucki,root,7
aufheben,parataxis,6
mucke,appos,1
ne,amod,30
meh,root,2
lieblingswort,root,5
tonnen,root,1
biomülltonne,appos,2
restmülltonne,conj,1
hochziehen,ccomp,6
wieviel,punct,5
ranlegen,root,1
unserer,obl,3
reinschieben,ccomp,3
problem,ccomp,5
leer,csubj,1
auskippen,conj,3
sperrmüll,nsubj,3
sperrmüll,root,3
aufkippen,obj,1
witzlos,parataxis,1
verpackungsmüll,nsubj,1
unbedingt,root,14
glas,obl,51
mucke,flat:name,1
männchen,appos,16
männchen,parataxis,4
rotznase,obj,3
güte,amod,1
robbe,root,16
seehund,root,18
zähne,obl,21
huijuijuijuijui,nsubj,1
barny,root,1
geröllheimer,flat:name,2
barny,nsubj,1
fred,nmod,2
sandmann,nsubj,1
sandmann,obj,3
biest,root,7
affe,conj,6
bemjamin,root,1
blümchen,appos,4
aufgeräumt,parataxis,1
aufräumen,conj,11
u,flat,50
papiermüll,root,1
hebst,conj,2
runtergeworfen,root,6
mausi,flat:name,10
andersrum,flat:name,4
eingeräumt,root,20
darfst,conj,9
dürfen,root,55
nix,appos,24
ö,root,16
kochherd,nsubj,1
süß,acl,1
krieg,ccomp,9
applaus,appos,1
trekker,root,1
papi,nmod,15
ayche,obl,10
ayche,obj,15
ayche,root,11
hastes,root,2
gemach,advmod,2
bischen,obj,31
affen,root,50
seehunden,nmod,1
eseln,root,1
schildkröten,root,20
kamele,root,7
gestritten,root,13
gezankt,advmod,1
geschlafen,advmod,10
charlotte,nsubj,29
gespielt,conj,23
schmeissen,appos,1
schmeissen,xcomp,2
nebem,flat:name,1
verbindung,obj,6
kleines,nmod,1
nomen,conj,13
sich,nmod,45
irgendwas,root,45
papi,obl,24
nich,xcomp,1
schietchen,nsubj,10
charlottte,nsubj,1
schietchen,obj,10
utemarie,nsubj,1
badefest,obj,3
weisst,xcomp,32
waltraut,flat:name,1
singen,parataxis,5
eiern,nmod,4
schietchen,obl,4
ahnung,obj,47
pomm,flat:name,3
kamel,nsubj,57
kamel,parataxis,2
kon,nsubj,1
kamel,appos,17
ast,root,8
ast,flat:name,1
robben,nsubj,17
schätzchen,iobj,5
liebe,iobj,2
robben,obj,15
seehunde,conj,2
seehunde,obj,7
robben,flat:name,1
kennt,acl,4
mussten,aux,48
gegesen,root,1
klapperstorch,obj,1
elfanten,nsubj,2
liebe,nsubj,17
schläfchen,root,4
bären,conj,6
sebastian,nsubj,244
ungeheür,advmod,13
neür,flat,2
fisch,flat,1
uhren,nmod,2
falschrum,advmod,14
isses,root,316
pass,obl,12
beisst,ccomp,5
schwanz,obl,55
wedeln,ccomp,2
peter,nmod,28
bart,root,31
simone,root,197
platten,nsubj,7
ameise,root,13
bestochen,root,1
musst,ccomp,46
räppelchen,obj,1
mürrisch,root,1
ruhig,root,60
setzt,ccomp,19
setzt,advcl,10
iih,conj,1
bonbon,xcomp,3
erpressung,root,4
bestechung,conj,1
spatz,nsubj,17
mummel,root,10
gell,conj,89
theater,root,17
badeste,root,1
schreihals,obj,1
mäusel,nsubj,2
baden,xcomp,44
peter,root,60
oui,root,14
sperrig,root,2
namnam,advmod,1
gekonnt,root,18
baden,nmod,11
äh,flat,57
produziert,root,7
bin,aux,77
elf,flat,29
gell,nsubj:pass,30
kerstin,nsubj:pass,5
dick,flat:name,8
nackten,amod,20
po,obj,57
gemeint,root,87
hintern,obl,10
hübsch,root,58
hübsche,amod,42
zeug,obl,11
waugwaugwang,root,1
habelabam,root,1
trala,root,1
halber,amod,14
puder,nsubj,31
hintern,nsubj,7
krachen,root,8
trag,root,20
stehen,nmod,5
hätteste,aux,14
ebenso,advmod,7
verdächtig,advmod,3
teppich,nmod,26
geschissen,root,3
bonbon,obj,100
gekackt,root,2
gewusst,root,8
wutsch,advmod,4
rumläuft,root,1
gackerst,root,1
ziehen,obj,10
mer,appos,12
friert,ccomp,8
hundedeckchen,obj,1
wackeln,xcomp,3
schal,nsubj,4
drummachen,root,6
floh,obj,2
floh,root,8
drangekriegt,root,2
beine,obl,36
gefesselt,root,3
asthma,obj,1
anguckst,ccomp,13
naja,nsubj,53
omo,obl,3
hältste,root,14
fofo,root,1
verdienen,root,16
windbeutel,root,2
windbeutel,appos,2
rollen,nsubj,5
läuft,conj,47
rückkopplung,obj,2
schluss,root,70
darf,parataxis,14
gerät,obl,4
m,det,45
namnam,obj,4
zürst,flat:name,5
opp,root,5
essen,advmod,5
tschupp,root,11
angebrannt,advmod,5
fällst,advcl,3
hoppela,appos,1
hm,acl,21
strasse,obl,63
typisch,advmod,8
schlauberger,amod,1
schlauer,root,3
schaufelt,root,8
beachtlich,advmod,1
spinn,root,8
weisste,parataxis,3
boden,conj,7
lauft,root,12
pfarrer,nsubj,9
pfarrer,appos,2
beschweren,root,8
spinnst,root,42
schiessen,obl,2
wurst,iobj,1
spuckste,root,3
fordert,root,3
landei,root,1
wohltat,root,2
knatscht,root,3
meines,root,40
meines,nmod,6
erschrickste,root,1
verkleidet,root,19
buh,root,27
marschierste,root,1
draussen,nmod,3
dreiundzwanzigste,amod,4
käfer,appos,177
fliegt,acl,10
gesagt,obj,2
aus,nmod,1
mann,nmod,31
kirschen,root,44
sebastian,appos,11
juhu,nsubj,2
sechste,root,6
deiner,appos,3
diener,obl,1
ertsen,obl,1
nis,root,3
etwas,obl,12
wollte,acl,7
platsch,advmod,2
pritscheln,root,1
waschlappen,conj,3
waschen,conj,16
seife,obl,11
möchtste,xcomp,1
neür,root,7
zahn,appos,4
au,flat:name,10
zweitwortkombination,obl,1
männlein,root,1
gegessen,ccomp,77
johannesbeeren,root,1
jetz,xcomp,5
vierundzwanzigste,nsubj,2
alisia,nsubj,7
alisia,obj,6
ringel,nsubj,4
dreie,root,2
mitspielen,xcomp,9
den,iobj,44
kroko,flat:name,1
caroline,flat,4
teddybär,appos,2
gummi,obl,11
bleiben,parataxis,17
beinah,advmod,15
heizung,nmod,11
alisia,flat:name,2
wehtut,ccomp,11
bauz,root,8
schläfst,xcomp,2
gille,flat,10
gill,flat,2
schnecke,obl,21
auziehen,root,1
alisia,nmod,2
bauz,nsubj,1
vorischt,case,2
alisia,obl,3
fuss,obl,31
alisia,iobj,1
hupfen,xcomp,1
di,flat,27
wumm,flat,10
gesund,advmod,69
trampel,obj,2
trampel,appos,1
trampel,flat:name,1
ringkampf,root,1
modernen,amod,10
ringkampf,appos,2
hey,flat:name,24
alisia,root,5
gezogen,root,69
trampeln,ccomp,1
hupf,root,2
hupf,flat:name,5
anmachen,nsubj,1
steckdosen,root,1
hüpf,obj,15
pfeife,appos,2
waggons,obj,17
waggons,appos,2
brille,nsubj,35
geknickelt,ccomp,1
n,cop,4
aufnehmen,advcl,4
mann,conj,23
weint,ccomp,27
teufel,nmod,1
manches,obj,3
mond,conj,12
fasan,xcomp,1
bamm,root,5
steigt,root,96
mehr,advcl,6
oa,obl,1
entlocken,root,1
simon,obl,3
rausgeklettert,root,2
reingehopst,conj,1
tiefem,root,1
becken,root,4
poh,root,8
nu,flat,14
eh,cc,18
attackieren,root,1
befreie,ccomp,1
befreie,root,1
gefang,appos,1
gefangen,advmod,26
gefang,root,1
gefang,flat:name,2
reaktionsvermögen,root,1
fünfundneunzigjähriger,flat:name,1
süsse,obl,1
hoppe,amod,2
grossvater,appos,1
grossvater,nsubj,15
nesa,nsubj,4
geputzt,parataxis,1
staub,nsubj,9
gesaugt,root,4
abgewaschen,root,9
ayche,iobj,1
grossem,amod,2
zögern,nmod,1
erzählungen,obl,3
glauben,root,50
nich,obl,4
nenas,obl,1
genommen,ccomp,8
mitnehm,obj,1
lena,flat:name,46
micky,nmod,2
lena,obj,51
ein'n,det,428
tschüs,root,30
geh'n,root,178
lena,root,124
lena,nmod,10
mit'm,case,54
kopfstand,obl,1
heij,nsubj,8
ohoh,root,13
knibbelst,root,3
mit'n,case,4
brm,nsubj,5
',aux,2150
len,nsubj,3
macht,nsubj,17
fussboden,obl,3
woll'n,aux,446
fahr'n,xcomp,28
lena,nsubj,159
motorrad,obl,17
wuschel,nsubj,8
wau,flat,26
die,flat,30
sch,obj,57
nat,root,2
nat,flat:name,12
br,nsubj,4
vermischen,root,7
un,cc,224
mamas,flat:name,4
pelz,appos,1
lena,appos,6
hörs,root,34
leise,advmod,93
has,aux,370
',nsubj,988
nat,obj,1
playmobilsachen,obj,2
tut,conj,55
packs,root,7
lena,xcomp,4
auot,nsubj,1
stinker,obj,14
machst,csubj,3
willst'du,nsubj,3
trichter,nmod,1
sonnenbrille,root,11
ga,xcomp,1
lena,obl,19
hao,root,1
nat,nsubj,1
reinqütschen,root,1
alles,conj,31
wills,aux,299
wär,root,7
schreierei,nsubj,1
selber,root,6
spange,nsubj,1
mam,nsubj,13
has,root,360
spange,obj,5
soll'n,aux,211
ab,obl,2
kanns,aux,426
ein'n,obj,29
spiel'n,root,222
knatschig,advcl,1
tschüs,obj,18
gis,root,1
neenich,flat:name,1
tchüs,obj,1
sei,root,32
kerstinchen,flat:name,2
malheur,nsubj:pass,3
en,det,336
elefantenhaufen,obj,1
elefantenhaufen,root,1
fuf,obj,1
fuf,appos,1
wund,root,5
moment,advmod,43
psst,root,35
wauwau,flat,11
ohrenbohrer,root,1
ohrbohrer,root,2
verstehste,root,41
's,advmod,60
weisser,amod,5
runterschmeisst,root,1
halbschuhe,obj,2
geheule,root,1
spezialbürste,root,1
abzischen,root,1
traegt,root,1
füsse,obl,14
hinstehen,root,2
maria,conj,22
fussel,root,6
dudu,flat:name,11
kurven,obl,8
plumps,obj,24
raus,obl,4
mantel,obj,28
stülpen,root,3
könnten,aux,360
bedürfnisse,obj,1
entwickeln,xcomp,2
du,aux,1
reiter,nmod,3
plumps,xcomp,1
einnageln,root,1
gui,root,2
überfährst,ccomp,1
herum,case,61
clowns,obl,1
beisst,root,66
echt,parataxis,2
von,advmod,66
upp,flat,5
dacht,root,26
sollten,aux,151
beissen,conj,2
tschu,root,48
mone,root,1043
hergefahren,conj,2
olle,flat:name,1
stadtbuch,nsubj,1
mitgucken,advcl,1
faul,root,50
draussen,xcomp,2
siebenunzwanzigster,amod,1
siebter,root,3
dreiwortäusserung,obj,1
kauft,root,117
blau,nsubj,56
rot,flat,13
rot,advmod,233
qu,nsubj,1
steine,parataxis,2
garage,nmod,11
omi,root,29
wenig,root,37
omi,nmod,9
eckig,advmod,8
grossvater,nmod,8
geburtstag,obl,182
grossvater,obl,4
bischen,root,9
schöbbelchen,nsubj,1
knappen,amod,1
woche,nmod,66
irres,amod,2
völlig,advmod,214
heiterm,amod,1
malt,obj,4
malt,advmod,2
rede,ccomp,1
malen,obj,22
kapiert,root,26
out,xcomp,1
of,flat,34
the,flat,39
blü,flat,8
moon,flat,1
geschaftig,advmod,1
versuchs,root,6
blatt,nmod,13
sonsten,advmod,1
tepppich,flat:name,1
nehm,appos,4
braun,flat:name,3
teppich,appos,15
oh,nmod,5
schnecke,nmod,7
pröstchen,root,1
heft,nmod,5
heft,obl,7
schnibbel,root,1
kannst,nsubj,4
jetz,root,139
umschmeißen,xcomp,2
moment,flat:name,5
weihnachtsmann,root,32
schneemann,root,71
rigol,flat:name,933
bonbons,obj,97
bemalen,root,12
motte,flat,1
jeijeijeijei,flat,1
einem,iobj,22
schüsselchen,obj,6
smacks,flat:name,2
gummibärchen,appos,10
',flat:name,9
zimmer,flat:name,4
argu,root,1
gegenüber,case,12
argumenten,nmod,1
gegenargumente,obj,1
bringt,csubj,1
erstaunlich,root,23
waggons,nsubj,11
hosenträger,obj,8
bücken,parataxis,2
wab,root,1
fläschi,obj,4
bissi,obj,6
fläschi,appos,1
schneemann,obj,35
abgebrannt,advmod,1
deida,root,1
nö,flat:name,10
beständig,root,1
wachs,root,4
docht,obj,2
blastraining,root,1
flott,root,10
bissel,root,2
dranfassen,root,2
träger,obj,3
gürtel,root,17
wau,xcomp,1
gürtel,nsubj,5
micki,root,3
schick,advcl,4
miki,root,2
gelehrt,root,1
minimaus,nsubj,2
gucki,root,2
lag,root,67
gockelhahn,nsubj,15
gans,conj,9
aoh,root,2
schnüllerchen,obl,1
schnuller,appos,9
schatz,flat:name,30
sprechanlage,nsubj,1
sprechanlage,parataxis,1
genau,nsubj,1
sprechanlage,root,1
knöpfe,nmod,3
stecker,nsubj,10
ama,root,4
heija,obl,10
neunundzwanzigster,amod,1
sechster,root,1
eisbär,appos,7
kennste,ccomp,3
neulich,advmod,231
elfant,nsubj,1
gegessen,acl,20
ohren,conj,8
babynilpferd,nsubj,2
hirsche,appos,1
gell,appos,82
füsse,appos,7
affen,nmod,20
mami,obl,24
da,xcomp,14
kleine,flat,2
gähnt,root,21
plumpplurie,nsubj,1
eichhörnchen,appos,17
marabu,conj,1
schnabel,nmod,9
schnabel,root,17
fasan,conj,1
schnabel,obl,18
geier,root,11
heissen,root,85
schlange,appos,21
leguan,nmod,1
meister,appos,12
adebar,flat:name,1
erhebe,root,1
grade,obj,3
nebenbei,advmod,10
papi,flat:name,13
euch,expl:pv,69
weitere,amod,17
aeusserung,root,1
nachgesagt,acl,1
grad,flat:name,1
umgestellt,root,8
musstes,aux,2
ähhä,root,1
hinlegen,ccomp,17
gans,nsubj,172
obst,flat,1
ähm,nsubj,75
quasi,advmod,29
sinne,obl,2
räumlichen,amod,1
einordnung,nmod,1
schief,ccomp,3
schief,root,29
prima,nsubj,6
machstes,root,1
erzähl,parataxis,57
zoo,ccomp,16
segen,obj,10
maus,aux,6
bärensocken,root,1
bärensocken,obj,1
sschwamm,root,1
müll,nmod,8
clementine,nsubj,1
wagen,nsubj:pass,8
abgehauen,root,10
hingefahren,ccomp,3
wodurch,root,2
bude,obj,8
männer,obj,19
frauen,conj,8
wolltest,obj,4
dranhängen,root,30
schien,root,6
weihnachtsmann,nsubj,48
kinderturnen,nmod,1
gewicht,parataxis,1
reihe,root,50
appa,nsubj,4
wegstecken,root,3
haus,acl,2
inge,root,6
kippst,advcl,1
mithelfen,obj,1
erstes,amod,32
wörterbuch,root,3
manuel,root,13
torte,root,30
torte,nsubj,11
spaghetti,root,26
phha,root,1
mi,nsubj,3
brrmbrrm,root,1
brrmbrrm,flat:name,1
gei,flat:name,2
me,nsubj,4
italienisch,parataxis,1
orangen,root,22
nonno,root,1
nonno,nmod,1
nonno,nsubj,2
heim,compound:prt,22
papperl,nsubj,1
bi,nsubj,7
pinguine,root,6
laute,appos,1
kann,acl,32
gleichen,appos,1
pitta,root,1
schummeln,obj,1
fee,root,4
fee,nsubj,17
simsalabim,root,4
zaubert,conj,5
eichhörnchen,obj,39
relativ,root,4
mela,root,1
zählen,xcomp,10
zählen,obj,3
manuel,nsubj,22
sechs,root,183
sieben,flat,156
neun,root,101
laute,root,3
kommen,acl,19
und,flat,6
acht,root,100
neun,flat,80
marienkäfer,appos,4
rakete,root,23
astrid,obj,9
erbse,nsubj,4
weiss,ccomp,13
relativ,advmod,46
momentan,advmod,34
halbe,punct,1
me,flat:name,6
mu,flat:name,4
ei,conj,17
laute,obj,5
passen,appos,1
manuel,nmod,2
manuel,xcomp,2
englischen,amod,6
wörter,appos,13
astrid,nsubj,13
geh,aux,8
foto,nsubj,2
modernes,amod,3
mi,obj,8
me,conj,1
manuel,obl,5
abdrücken,root,1
dusche,root,46
fotografiert,root,15
fotografieren,root,13
schaun,root,16
manuel,obj,12
fotos,root,7
steffy,root,1
marco,conj,1
ischia,root,1
vorliebe,obj,1
fotos,nmod,3
unglaublich,conj,1
sonnenuntergang,root,1
schaun,xcomp,4
schauh,nsubj,1
fotoapparat,obj,21
batterie,nsubj,33
funktioniert,xcomp,1
anschaun,nmod,1
sekunden,obj,3
ok,root,11
sekunden,nsubj,4
idee,parataxis,14
machen,csubj,36
manuel,punct,1
lasse,acl,2
ok,advmod,7
erwachsene,obl,10
ok,xcomp,1
blättern,parataxis,3
bernd,flat:name,7
ba,nsubj,11
gabi,root,22
gästebuch,nsubj:pass,1
wohnung,obl,52
gestartet,root,6
gelandet,conj,2
michi,parataxis,1
michi,root,3
nam,flat,6
unbequem,root,12
tommy,root,205
italienischen,amod,6
zio,root,5
francesco,flat:name,9
serena,root,1
serena,nsubj,1
manuel,flat:name,12
früh,nmod,3
hervorholen,xcomp,3
halbwegs,advmod,34
sessel,parataxis,1
holz,obl,19
anhaun,root,1
stehlen,root,6
italienisch,root,3
bitu,parataxis,1
bitu,root,2
biscotto,flat:name,1
biscotto,root,1
geschenk,root,45
bum,conj,1
hohop,root,1
rausgeben,ccomp,3
leichter,ccomp,4
winnie,root,8
pooh,flat:name,1
osterhasen,root,11
osterhase,root,57
osterei,obj,18
versteckte,amod,1
ostereier,nsubj,2
osterei,root,14
anschaut,ccomp,2
erinnert,conj,1
gelesen,root,89
osterei,nsubj,14
tot,advmod,47
war,acl,25
reihenfolgen,root,1
häufiger,root,1
bau,ccomp,5
huui,nsubj,1
plabbert,root,1
gross,obj,1
henri,root,1
schnöbbelhase,flat:name,1
schnapsideen,root,1
grossen,appos,4
grosser,root,9
ander,obl,3
weil,advmod,111
wirklich,obl,2
viele,obl,3
schnuppen,nsubj,2
grosse,root,22
normale,appos,1
dacke,root,1
dacke,appos,1
mal,advcl,2
nehm,xcomp,3
gearde,obj,1
alex,flat:name,1
geschupst,root,7
regen,appos,13
fünf,conj,37
grossmama,nsubj,1
brücke,appos,37
trennung,nsubj,2
schläfchen,nsubj,1
schläfchen,appos,1
nich,nmod,2
wortäusserung,obj,1
säule,root,7
dach,flat,1
heu,appos,7
heu,flat:name,5
krachmacherei,appos,1
caroline,advmod,18
leer,obj,4
umfällst,ccomp,2
caroline,nsubj:pass,5
passsiert,root,1
wild,xcomp,6
unfall,flat,2
knacks,appos,1
schietchen,root,4
mami,appos,6
bauts,flat,1
tobt,root,4
hüpfen,nsubj,2
lässt,conj,31
hinfallen,xcomp,6
hüpf,nsubj,3
v,nsubj,55
juli,root,15
auszuräumen,xcomp,1
chic,xcomp,5
festgemacht,root,13
schmuck,obj,8
geld,obl,67
armreif,root,4
kette,nmod,12
armreif,nsubj,2
anziehsachen,obj,3
chic,obl,2
chic,advcl,4
söckchen,root,3
söckchen,obl,1
waschen,punct,1
anhast,advcl,2
ausgezogen,advcl,2
puh,nsubj,36
stinkhose,obj,1
waschmaschine,obl,24
juli,nsubj,20
bastian,flat:name,1
mami,xcomp,1
sebastian,nmod,20
tasche,punct,2
dietzi,obj,4
dietzi,nsubj,1
tierbilderbuch,obj,1
leopard,appos,2
affe,obl,18
welches,conj,5
rüssel,obj,29
zebras,appos,2
affe,flat,5
fresse,root,11
seehunde,nsubj,9
denen,iobj,96
schnappen,conj,5
happ,root,7
happ,advmod,2
erzähle,acl,1
löwenmutter,obj,1
löwin,root,7
n,nummod,21
zahn,root,9
freche,nsubj,5
babyaffen,nsubj,1
toi,root,2
gähnt,obj,1
gähnt,ccomp,5
schwan,appos,4
schreien,ccomp,1
gemacht,acl,172
schwimm,root,17
alter,appos,4
sager,flat:name,1
schwan,root,11
weisse,amod,15
bestehst,root,2
ente,xcomp,3
äha,root,6
quatscht,root,7
affe,ccomp,4
affe,parataxis,2
n,iobj,9
fünfte,amod,16
sch,obl,15
schmutzwäsche,nmod,2
tut,acl,8
passiert,conj,35
gezankt,root,11
hä,xcomp,45
schnöbbelchen,xcomp,5
dicken,nmod,2
zoo,appos,26
rausgingen,xcomp,1
gekommen,ccomp,37
mamis,obj,1
es,obl,12
abwechselnd,advmod,43
es,nmod,5
schaukel,nmod,6
lätzchen,nmod,6
schüttelst,root,6
we,obj,3
aua,appos,18
dusche,obl,18
pschsch,root,2
dusche,nmod,5
rubbel,root,4
rubbel,flat:name,8
knüpfen,xcomp,1
gemalt,parataxis,18
schnecke,appos,33
nehm,parataxis,15
hamma,flat,3
doll,flat,12
zettel,obj,71
umsonst,advmod,18
geschrieben,root,341
aäh,flat:name,1
untergetaucht,root,5
reingesprungen,root,10
bums,flat:name,3
flecken,obj,43
farbe,nmod,227
orange,flat:name,13
andrere,appos,1
grün,flat,12
schwarz,advmod,139
robben,nmod,3
frage,obl,9
stifte,appos,7
ahm,advmod,3
schwan,nsubj,9
mit,ccomp,1
turm,nmod,21
knie,obj,12
strecke,root,21
hüfte,obl,2
hüfte,root,2
wirbelsäule,conj,1
ahqo,nsubj,1
zoom,obj,1
nahe,advmod,3
erdboden,obl,4
etwas,root,73
erdboden,nmod,1
jaqo,nsubj,2
buntes,root,3
klötzchen,parataxis,1
lausbub,root,1
hinstellen,xcomp,9
eiqo,root,1
einmol,appos,1
schneidersch,obl,1
liesel,ccomp,1
corinna,appos,7
tochter,iobj,1
steifftier,root,1
teuer,advcl,3
rumgegangen,advmod,1
ärmer,advmod,1
feuerwehrleiter,root,1
heißt,acl,85
auszuziehen,xcomp,4
teppichboden,obl,2
kalt,conj,38
strümpfe,nsubj,16
werden,conj,47
rausgehst,advcl,3
interessant,conj,4
rumschleppen,root,5
steiff,obj,1
wettlauf,obj,1
gefragt,root,111
eltern,nsubj,44
überbrücken,xcomp,1
bissi,advmod,6
älter,advmod,19
verstehen,advcl,6
böse,ccomp,6
fädchen,obj,4
eija,obj,7
eija,flat:name,4
binnou,xcomp,1
binnou,root,1
fernbedienung,root,4
fernsehen,obl,65
fliege,nsubj,68
kloppe,xcomp,1
oma,iobj,39
baum,appos,57
m,punct,1
entchen,obj,32
singst,parataxis,1
gänschen,obj,4
sing,nsubj,1
gänschen,root,3
singen,xcomp,16
eierkuchen,root,7
waldi,nsubj,3
co,obj,4
rin,flat,3
drachensteigen,root,1
drachen,obj,62
steigen,xcomp,15
nochen,advmod,1
o,appos,13
drack,appos,1
siebte,amod,19
dreiwortkombinationen,nsubj,1
bautz,iobj,1
lustiges,nsubj,3
baü,ccomp,4
nette,flat:name,1
ausmachen,parataxis,2
frecher,amod,39
nilfperd,nsubj,1
löwenfamilie,nsubj,1
kater,nsubj,64
mau,flat:name,9
apfelbaum,root,29
kuscheln,ccomp,4
bellt,acl,3
abfahren,root,20
unbekannten,amod,1
gründen,obl,3
tiger,obj,86
eingepackt,advmod,5
gummi,obj,29
aufmache,ccomp,3
tiere,obl,73
striche,obj,14
elefant,parataxis,5
ike,root,1
zimmer,ccomp,6
peter,obl,15
angemalt,root,82
pups,obj,23
angemalt,ccomp,9
schal,root,15
tierfarm,obj,1
hündchen,root,4
