form,deprel,count
hintere,amod,11
schaltpult,obj,2
hinkleben,xcomp,1
hoppsa,flat:name,5
drandrücken,root,1
falschen,ccomp,1
verbindungsstücke,obj,2
hollalalala,flat:name,1
besorg,ccomp,1
lösung,ccomp,4
auseinandergeht,root,1
geschlossenen,obj,1
kreise,conj,4
geschlossen,conj,2
hitütü,root,1
hitütü,obj,1
krise,obj,2
bögli,obj,1
zusammenkriegen,root,7
geschlossen,csubj,1
zukriegen,root,1
drunterschieben,root,2
streckenführung,obl,2
ranxx,root,1
freut,ccomp,11
alt,advcl,31
rehrückenkuchen,obj,1
ein,advcl,3
allemal,nmod,1
weichen,obl,8
bilderbogen,obj,1
wie,advcl,4
lösen,ccomp,1
nenn,parataxis,2
zwischenteile,root,1
verbinden,obl,1
lautsprecher,nsubj,8
technische,amod,2
störung,obj,1
beheben,root,1
seufz,root,6
nupsi,nsubj,9
ansetzt,ccomp,1
geschwindigkeit,obj,8
beobachten,xcomp,1
verzieren,ccomp,1
tütelüteti,obj,1
wolf,nsubj:pass,2
ohnmacht,obl,11
geworden,advcl,11
wäscheklammer,nsubj,1
zugehalten,root,7
riecht,advcl,3
off,nsubj,1
gasmaske,obj,1
ganz,advcl,7
elchbeine,root,1
brust,appos,1
geweih,root,1
schulfest,root,1
kinderschwimmen,obj,1
bisschen,xcomp,3
abgeräumt,acl,1
geschminkt,advmod,2
weisst,flat,1
juni,appos,11
sechseinhalb,nummod,2
feiertag,nmod,1
schuljahr,obl,10
geburtstagsgäste,obj,2
schmuddelschmus,root,1
weich,xcomp,12
fusselchen,root,2
jugoslawischen,amod,1
wären,ccomp,2
bosnien,obl,1
unsere,obl,3
aggresiv,root,1
sportlich,advmod,3
fit,ccomp,1
unmheimlich,advmod,1
milan,conj,1
erfahrung,root,5
kaputtgemacht,advcl,2
manchem,obl,1
mentalitäten,root,1
entwicklungshilfe,root,1
baufirma,root,1
firma,root,4
ww,flat:name,1
wurst,punct,1
metzger,root,3
draus,xcomp,2
kampfspiele,obj,1
buben,nmod,2
kügelchen,flat:name,1
indiskret,advmod,1
mehrfach,advmod,3
amchen,nsubj,1
klümpchen,root,2
feinheiten,root,1
schwimmverein,nmod,1
giessen,nmod,2
ändert,ccomp,2
dranschreibst,root,1
moije,obl,1
dranschreibst,advcl,1
preis,nsubj:pass,1
angurten,root,1
kügelchen,appos,7
tät,ccomp,3
mache,obj,1
rotes,appos,5
achqo,nsubj,1
hnm,obj,1
speichel,nsubj,1
bereitgemacht,root,1
kaputtem,amod,1
ausgerechnet,root,3
äha,cc,1
kann,flat,2
verruscht,root,2
kranwagen,obl,1
teil,ccomp,2
bauarbeiter,nmod,5
puzzler,nsubj,1
wehtust,ccomp,8
ohweia,obj,1
strassenlaterne,obj,1
rumpulst,root,1
postauto,obj,3
ich,det,6
terrine,nsubj,2
kostet,acl,8
zahlen,nmod,14
knöpfe,obl,7
rückwärtsgang,obj,1
jetztt,advmod,1
ausgeladen,root,9
kaufmann,xcomp,1
angehen,obl,1
system,root,3
weiterfährst,ccomp,1
ausgeladen,ccomp,1
futtertrog,obl,2
arbeiter,root,2
limo,root,6
einkassiert,root,1
limo,obj,6
kassierer,root,2
scheune,conj,1
finn,conj,3
kinderzahnpasta,conj,1
fischstäbschen,root,2
wohnst,acl,1
knofspark,root,1
stadt,xcomp,2
ppuzzles,obj,1
rausdrücken,parataxis,1
rausdrücken,conj,1
darum,root,29
rumknabbert,acl,1
zusammengesetzt,advmod,1
hinterbeine,root,1
andersrum,nsubj,1
löchern,obl,3
vorderbeine,nsubj,2
unaufmerksam,root,2
weiterfahrt,obj,1
rausschwappt,conj,1
knopf,conj,1
müllmä,nsubj,1
müllmänner,appos,1
mmoment,root,1
finn,appos,5
ruckel,appos,1
st,root,13
mülldeponie,nsubj,5
dranfahren,root,1
ruckel,obj,1
okay,cc,10
raupen,conj,2
kreist,root,3
hellgrün,conj,3
finn,nmod,6
knopspark,nmod,1
hebebühne,appos,3
gemalt,obj,1
putzt,advcl,1
straßenbahnen,obj,3
eimer,ccomp,1
baggert,root,9
erde,obj,24
läuten,ccomp,2
ertönt,ccomp,1
durchsage,nsubj,4
gabelstapler,nsubj,9
urlaubskarte,obj,1
lissabon,root,4
mecklenburg,root,6
vorpommern,flat:name,2
meine,advmod,1
fischotter,root,3
wildschwein,conj,2
fischotter,appos,3
fischotter,nsubj,3
frisst,nsubj,1
wildschweine,ccomp,1
frisch,ccomp,4
frischlinge,nsubj,1
wildschwein,nmod,3
geweih,nmod,2
männliches,amod,1
naja,appos,3
obwohl,nsubj,1
rehbock,nsubj,2
verwirrend,root,1
grüße,appos,3
labussee,nmod,1
labussee,root,1
sendet,root,3
kathleen,flat:name,1
kathleen,obj,1
otterfisch,root,2
eiche,root,7
hasen,ccomp,1
wiede,obl,1
ritsche,root,8
ratsch,nsubj,1
wiede,flat:name,1
ritsche,flat:name,4
wiederitzsch,nmod,3
wiede,nsubj,1
ratsch,obj,2
blumenstrauß,root,8
schnecke,iobj,2
geburtstagsschnecke,root,1
schneckenkopf,obj,1
schneckenbauch,nsubj,1
große,nsubj:pass,2
wängelchen,obj,3
schnecke,parataxis,2
ausspucken,conj,1
schmecken,advcl,2
sonnenblume,appos,3
geburtstagsgeschenk,obl,2
schokoladenkuchen,appos,1
orange,punct,1
schokoladenkuchen,root,1
besuch,appos,2
wackelpudding,root,6
wackelpudding,nsubj,2
töpfchen,amod,1
klappt,conj,12
bäürchen,nsubj,1
echtes,root,5
unechtes,parataxis,1
falsches,amod,4
richtiges,nsubj,3
rasende,amod,3
modelleisenbahn,obl,2
bouillon,root,5
schälen,conj,2
zugunglück,appos,1
lok,nsubj:pass,6
aa,ccomp,2
kreuz,advmod,9
durcheinandergefallen,root,1
bretter,root,1
koffer,conj,2
betriebener,root,1
urlaub,appos,10
beschäftigen,parataxis,1
weiche,nsubj:pass,1
umstellen,conj,1
ausgestiegen,acl,1
lobster,nsubj,5
ständig,root,1
dani,nsubj,6
huch,xcomp,7
backförmchen,root,1
niesen,xcomp,1
abtrocknen,ccomp,1
kreislaufschaden,obj,1
neustadt,nmod,1
abteil,appos,1
fahrradanhänger,obl,4
fährst,conj,3
wennsatz,obj,1
gefragt,advcl,4
zusammenhang,nsubj,1
charly,parataxis,1
gebessend,root,1
unsicher,advmod,2
charly,iobj,1
dreckig,acl,1
klausens,root,3
abgewaschen,advcl,1
scheussliches,obj,1
abkochen,root,1
sylvias,root,1
sylvia,obj,1
haken,nmod,1
geldverdiener,root,1
knippelt,root,1
unsers,nsubj,1
unsers,nmod,1
charly,flat:name,8
geknibbelt,root,2
kinderklo,obj,4
eben,obl,1
emi,obl,1
emi,iobj,1
emily,obj,3
ganz,nsubj,2
erwachsene,nmod,8
bb,obj,1
emchen,nsubj,1
extrabrille,root,1
aufgelegt,advmod,3
emmchen,obj,2
g,root,55
dieselbe,root,4
schande,root,12
emily,root,1
durchstechen,root,4
äw,appos,1
blubb,flat:name,12
orangensaft,nmod,1
rappel,flat,1
emi,flat,1
katastrophe,xcomp,1
eieieiei,root,1
emily,nsubj,3
wa,iobj,4
reinpiekst,root,1
entenküken,obj,1
emily,iobj,2
verdreckt,root,5
emi,xcomp,1
festzuhalten,xcomp,3
kinderklo,root,2
kinderklo,obl,2
rumpunschen,appos,1
stif,root,1
dranbinden,root,1
schlitz,obj,4
reinsteckt,root,1
nackige,amod,4
zahnpasta,nmod,2
pfennig,nsubj,3
pfennig,obl,3
k,advmod,3
jägermeisterwaschpulver,root,2
tetetetete,root,3
emmchen,flat:name,1
hinten,nsubj,2
müs,advmod,1
hochzuziehen,xcomp,4
klappe,conj,2
heijeijeijeijei,root,1
ruppen,root,1
schmallippig,advmod,1
heimlich,root,1
heimlich,advmod,10
dib,root,2
mitnehmen,csubj,1
mowgli,obl,2
steuern,nmod,2
unterhalten,conj,4
halbkreis,obl,2
ilona,root,3
missverstanden,root,2
karl,root,5
flach,flat:name,1
affenkönig,root,1
king,root,8
louis,flat:name,6
handy,obj,5
affenkönig,appos,2
telefonhörer,obj,4
affenkönig,obj,1
mowgli,obj,1
mowgli,nsubj,2
irgendjemand,obj,1
shir,root,3
khan,flat:name,6
shir,obj,1
aufhören,xcomp,2
riesenmaul,root,1
gitter,nsubj,13
gefährlicher,nsubj,1
gefährlicherer,root,1
walross,nsubj,11
dareinstellen,ccomp,1
schwimmbecken,xcomp,1
schwimmbecken,obj,2
schwimmen,advmod,4
zoobesucherin,obj,1
klappstuhl,root,1
überlassen,root,7
zu,punct,2
eisbären,obj,19
eisbärenwärter,root,1
zusammenstellung,root,2
raufgetropft,root,1
äußerst,advmod,4
verrückte,amod,9
länge,advmod,2
fressende,amod,2
kilo,root,6
minibär,root,1
nilpferden,root,1
sonnenhut,obj,3
sonnenkappe,conj,1
felsen,root,6
knorrigen,amod,1
scheuern,root,1
nachschub,root,1
hunger,advmod,4
felsen,obl,5
harmlosen,amod,2
zoowärter,obj,8
blumentopf,obj,6
fass,obj,5
halterung,nsubj,5
fahnen,nsubj,2
eisbären,iobj,1
blumentopf,nsubj,3
frisst,advcl,5
toilette,conj,3
schwimmflossen,root,3
balou,root,5
kribbeln,root,6
kribbelt,root,5
schwimmflossen,nmod,1
taucherflossen,obj,2
blumentöpfe,nsubj,2
verkehrsrowdy,root,2
brutaler,amod,2
lichtschalter,obj,4
notprogramm,obj,1
neuen,conj,2
sicherheitsgurt,obj,2
besonderes,root,15
festschnallen,obj,1
vorbeigefahren,advmod,2
frustrierend,root,1
psst,flat:name,4
dreiecke,nsubj,3
reinstopfen,root,18
quadrat,root,5
ausgemüllt,root,1
affenkönig,nsubj,2
gerade,amod,21
hingehören,root,4
linie,nsubj,12
kante,obj,9
geraden,amod,2
kante,nmod,4
hierher,root,4
ungemütlich,advmod,3
spinat,nsubj,10
fräulein,obl,2
sortieren,ccomp,5
alles,punct,1
sortieren,advcl,1
getränke,nsubj,5
getränke,parataxis,1
kaufmann,obl,7
schäl,conj,2
eingekauft,advcl,3
kekse,conj,7
waschpulver,conj,2
rechnen,advcl,1
niedrig,root,7
draufdrückst,ccomp,2
bezahlen,parataxis,8
rechnen,obl,5
fach,nsubj,3
fuffzig,advmod,3
wechselgeld,appos,2
schnutti,root,1
aufschieben,ccomp,1
leichter,parataxis,2
schiebst,nsubj,1
kippst,conj,1
hoch,obj,1
hebel,appos,2
janka,nmod,1
dixie,root,1
judy,conj,1
draufhauen,parataxis,1
fön,root,4
fön,appos,1
willen,obj,2
luke,obj,2
durchgeschüttelt,root,1
verlierst,ccomp,2
verbrennen,ccomp,1
rausgelaufen,conj,1
gelernt,advcl,3
lösche,root,3
andauernd,advmod,6
babyenten,root,1
kerne,obj,14
rettest,root,4
packungen,nsubj,3
gewürzmittel,root,1
einkaufst,ccomp,2
mineralwasser,root,4
schubladen,ccomp,1
mültonne,obj,1
geleert,root,3
geleert,acl,1
abzuziehen,xcomp,1
starter,root,1
ranhängen,root,2
rüttler,root,1
reinschieben,advcl,2
waren,obj,6
tritt,obl,2
seilbagger,root,1
maurer,nsubj,3
bademeister,nsubj,1
einsteigen,acl,1
feuerwehrstation,appos,1
reingucken,advmod,1
runterrutschen,ccomp,1
schultafel,root,1
lernen,conj,22
geläutet,parataxis,1
wasserrutsche,root,1
rausgeflitzt,advmod,1
füllen,xcomp,3
gefördert,root,2
losfahren,nmod,1
abziehen,nsubj,2
kriegst,aux,2
uta,iobj,1
uta,root,3
uta,nsubj,2
anelie,nsubj,1
schränke,obl,3
mamas,advmod,1
coca,root,1
coca,ccomp,1
bezahle,conj,1
fut,advmod,1
kaufe,advcl,4
geldschein,nsubj,1
seh,advcl,3
spinat,obl,4
rauflegen,ccomp,1
kinderkrippe,obl,1
duplosachen,root,1
kleinere,obj,11
kleinere,nsubj,1
bevor,case,2
kranker,amod,1
sinomann,nmod,1
steffi,obj,3
schachteln,nsubj,2
puppenschuh,obl,1
schrauben,punct,1
zange,nsubj:pass,1
gern,root,8
aufgemacht,advmod,2
steffi,nmod,1
eiswagen,root,1
gabeln,nsubj,2
tola,appos,1
kippen,obl,1
reingießen,ccomp,1
stößt,ccomp,3
nachtisch,root,11
gerne,root,34
einkaufssachen,obj,3
eisauto,nsubj,1
legostein,conj,1
entdeckt,acl,3
vierten,amod,23
startschwierigkeiten,obj,1
problem,obl,6
ausm,amod,1
verschenkt,acl,1
mallorca,root,5
mallorca,nsubj,4
babystühle,nsubj,1
michaela,nsubj,2
hah,advmod,3
abkippen,obj,1
ahaha,nsubj,1
lose,root,4
zurückfallen,xcomp,1
rausschmeißen,root,16
nachgeguckt,root,9
haut,nsubj:pass,2
schiefen,amod,15
verbiegt,root,1
untergucken,root,1
juiih,root,1
tung,root,1
bögen,root,2
bögen,appos,1
bogen,root,7
hinpasst,ccomp,5
dransetzt,acl,1
dranpasst,root,1
guckn,root,1
kurve,appos,3
hingelegt,parataxis,3
warum,case,2
gewellt,root,1
antwortest,root,2
stress,obl,1
stress,root,2
diskutieren,xcomp,1
tuscheln,conj,1
scheißwetter,root,1
ambrot,obj,2
ranzubauen,xcomp,1
widerspricht,root,2
weiterdrehen,obj,1
nippel,nsubj,1
herdplatten,appos,1
gemüsesuppe,root,2
xylophon,obj,2
oranges,root,1
gestartet,conj,2
boote,obl,2
landebahn,nmod,1
kreisrund,root,1
absolute,amod,4
jet,root,2
ordentliche,amod,4
segelt,conj,3
ernies,obj,1
schlagseite,obj,4
segeln,nmod,2
schlagseite,obl,1
oranges,amod,6
orange,xcomp,5
hafenanleger,obj,1
see,appos,6
umkippt,advcl,3
retten,xcomp,2
rettet,conj,1
stralsunder,amod,1
anmal,flat:name,1
künste,appos,2
gegengewicht,obj,1
bojen,root,1
gegenverkehr,obl,1
vorbeikommen,ccomp,2
gegenverkehr,nsubj,1
boje,obj,1
boje,root,1
verkehrsschilder,nsubj,3
verkehrsschild,obj,2
verkehrsschild,conj,1
segelboot,conj,1
problem,xcomp,2
fußgängerbrücke,obj,1
stralsund,ccomp,1
bauklotz,obl,1
leuchtturm,nsubj:pass,5
bootsanleger,obj,2
architektonisch,advmod,1
gebildet,root,2
langhaus,conj,1
doppeldecker,appos,1
leuchtet,acl,2
erreichen,ccomp,3
paddelt,root,1
paddel,obl,1
untergegangen,root,12
leuchten,xcomp,2
voraus,advmod,7
wellig,root,2
bsst,nsubj,1
ufer,obl,3
ankern,root,4
ranmalen,root,1
anker,nsubj,17
festbinden,csubj,1
steg,obl,6
wegschwimmen,advcl,1
halb,appos,2
abends,conj,5
ungeheim,advmod,1
dahingelegt,root,3
rumschwimmt,ccomp,3
hergeweht,conj,1
leuchte,root,1
dienen,root,2
komplizierte,amod,16
hafenanlage,obj,1
übernachten,root,12
klappst,root,4
geisterstunde,root,1
löscht,advcl,2
entlädst,acl,1
bojen,appos,2
müllauto,nsubj:pass,2
serviert,advcl,1
überfress,root,1
tomatensalat,root,1
tomatensuppe,root,4
lieferung,nsubj:pass,1
eingetroffen,root,4
tomatensalat,obl,1
schmecken,xcomp,7
verbrannt,parataxis,2
rangekommen,root,1
geraten,advmod,1
tomaten,obl,6
bange,root,2
feuerwehrauto,conj,1
müllwagen,conj,1
tiefe,amod,16
züge,nsubj:pass,3
überfüllt,ccomp,1
sonnenfinsternis,obl,1
reingepasst,ccomp,1
haben,punct,1
eingerichtet,advcl,1
schnupsis,nsubj,1
überfüllung,obj,1
blumenstrauß,obl,3
störenden,amod,1
faktoren,obj,1
mögen,parataxis,3
knurrt,ccomp,1
nupsis,obj,17
wackelpudding,obj,3
liegen,advcl,5
amerika,conj,1
angemalt,acl,3
allala,root,1
nehmt,obl,1
flugangst,obj,1
portugal,nmod,3
subventionen,obl,1
wegstreichen,ccomp,1
zug,advmod,1
flugschein,obj,1
flugscheine,obj,1
schnelle,nmod,1
weiße,obl,4
gruppenpreis,obj,1
begeben,root,2
ausgang,root,1
jenigen,nsubj,1
entschuldigst,root,3
blumenstrauß,nmod,2
renitente,amod,2
blumenstrauß,nsubj,4
passagieren,root,2
zusammenbruch,obj,1
nupsi,obj,9
mitfliegen,xcomp,2
trageflächen,obl,1
unterbringen,xcomp,1
werde,conj,12
fluges,obl,1
getränkewagen,nsubj,1
durstig,advmod,2
zufall,nsubj,1
meerwasser,obl,3
segeln,parataxis,1
kleinkariert,xcomp,1
erscheinen,root,3
abbauen,xcomp,2
idee,ccomp,21
team,root,2
regenwurm,nmod,2
schokoladenkeks,root,1
babytrip,root,1
gespenst,obj,9
gespenst,nsubj,14
jessica,root,3
besucht,acl,2
reinhängen,parataxis,1
briit,root,1
baue,acl,3
jessica,nsubj,5
rumhaust,ccomp,1
maschinenschleuder,root,1
leiser,root,7
windeltuch,root,2
wickeltuch,root,2
niaun,root,1
niaun,flat:name,3
abraxas,root,1
abraxas,flat:name,1
verkaufe,conj,1
aldi,nsubj,2
wiegen,parataxis,3
zik,root,1
mikadostäbchen,xcomp,1
sp,appos,1
bahnstation,root,1
uhuä,root,1
uhä,root,1
strecke,nsubj:pass,1
ausrangiert,root,1
ähu,flat:name,1
baulärm,root,2
aufgedrehte,amod,1
aufräumst,ccomp,3
durchziehen,xcomp,1
olga,nsubj,1
ware,nsubj,1
runterschluckst,root,1
anmachen,conj,2
küchensachen,obj,2
dido,root,1
tido,root,1
tido,xcomp,1
bennie,root,1
satt,advcl,3
norden,root,3
süden,nmod,5
atlantik,nmod,6
anker,parataxis,1
halten,advcl,6
tesaband,obl,1
kaisers,conj,1
fischerboote,obj,1
rausschicken,root,1
fischern,root,2
türen,nsubj:pass,5
vorausfahren,root,1
repariere,conj,2
flicken,obj,2
metermaß,root,3
ausmessen,parataxis,1
aufgetrennt,root,1
zusammennähen,root,4
auseinanderfällt,ccomp,1
nähen,punct,1
erinnerste,root,3
anmachen,ccomp,6
nachtzug,nmod,1
wach,acl,1
metermaß,obj,2
nähmaschine,obl,2
hinaus,conj,1
dilettantisch,root,1
gören,nmod,1
gören,obl,1
aufrollen,parataxis,1
irgendwas,flat:name,1
ss,punct,1
hoy,flat,1
sonnen,conj,1
sonnen,csubj,1
einschmiert,advcl,2
gesund,advcl,3
gesunden,amod,6
champignons,obj,11
pütti,flat:name,7
meeresleiter,root,1
leitern,root,2
herumschwimmen,root,2
moment,parataxis,1
orangener,amod,2
hauptsache,root,15
schwirrt,root,1
aufwendig,root,1
fischerboot,obl,2
abtransportieren,ccomp,1
räucherei,obl,5
wegfischen,root,1
gott,parataxis,1
rausfischen,root,6
coup,nsubj,1
angelt,advcl,1
fischen,conj,2
dupp,nsubj,2
räucherei,nsubj,2
räucherei,obj,3
räucherei,appos,1
rauchabzug,root,1
l,nsubj,28
ablädt,acl,1
räuchern,obl,4
räucherfisch,obj,2
räuchern,ccomp,3
abtransportieren,conj,2
knurrhahn,flat:name,1
knurrhahn,xcomp,1
fischhändlerin,obl,3
durchweicht,advmod,1
fischtag,nsubj,1
hasiester,root,1
fischxx,obj,2
dreh,obl,2
eine,ccomp,9
räucherlachs,ccomp,1
gelblachs,root,1
lüftung,obj,3
auszuladen,root,1
mitgenommen,xcomp,4
knurrhahn,obl,1
gewerden,advmod,1
verspeist,root,2
kaffeemaschine,root,4
kaffeemaschine,obj,1
robert,ccomp,3
schon,ccomp,4
krischan,root,1
julian,root,3
rutschbahnen,appos,1
paddington,root,1
irrgarten,conj,1
wegstellen,xcomp,1
bi,advmod,4
lieblingspuzzle,root,1
legen,acl,6
ste,iobj,1
einlegen,root,5
hilfe,nmod,3
könner,appos,1
hochgehen,ccomp,3
hinstellt,ccomp,2
lotto,appos,1
uj,root,14
äussersten,amod,2
abgucken,root,7
dritter,nsubj,4
häuser,conj,4
bildern,acl,1
mitgemacht,root,12
liebes,appos,1
bemerkt,root,10
schnupfennase,root,1
ramponiert,root,2
runterkracht,advcl,1
birnbaum,root,5
tasche,conj,6
schiffs,root,3
birn,appos,1
ro,flat:name,8
tulpe,flat:name,1
bieber,obl,3
bach,root,13
rande,nmod,2
eürn,amod,3
zurückgezogen,root,2
bach,conj,1
pool,obl,1
lampion,flat:name,1
onkel,nmod,29
pauls,flat:name,1
stiere,root,2
hippos,root,4
lebt,conj,6
autokiste,obj,5
paul,flat:name,7
runtermacht,advcl,1
rate,conj,1
ausfüllen,root,11
tapete,root,3
tapete,obl,1
eckstücke,root,1
durcheinandergemacht,root,1
briefchen,obj,2
pfauen,nsubj,1
pfauenxx,root,1
briefchen,root,1
filmen,ccomp,12
obaleh,root,1
obaleh,obj,2
welcher,obj,4
bettreif,root,1
tässchen,root,2
wegtrinken,ccomp,1
stei,advmod,1
wangerooge,obl,1
los,obj,11
einzukaufen,xcomp,2
drauflegst,root,1
maggie,flat:name,3
nelken,obl,1
nelken,obj,1
brühe,flat:name,1
brühe,obl,2
brühendose,root,1
bezahl,conj,2
maggie,obj,4
verkaufst,advcl,2
total,root,5
schraubendreher,appos,1
tour,obl,4
lilaner,amod,4
verkrümeln,root,2
kliert,root,1
lisas,obl,1
bummbumm,root,2
ina,nmod,8
plastikflasche,appos,1
jeglicher,det,1
turmteil,root,1
sonst,xcomp,2
julian,nmod,1
julian,nsubj,2
jana,iobj,1
jana,obl,2
knabberst,root,1
hingepflanzt,root,1
kringel,root,2
zickzack,root,4
zickzack,obj,2
fieberkurven,root,1
kreidepunkte,root,1
kreidepunkte,nsubj,1
wegwischt,conj,1
rubbeln,conj,1
sandpunkte,root,1
segel,root,5
quälen,root,1
schienen,ccomp,2
holzschienen,root,1
decke,nsubj:pass,1
holzschienen,obj,2
überkreuz,xcomp,1
schnalle,nmod,1
schweinepuzzle,obj,1
beiss,obl,1
bäh,parataxis,1
ohje,flat,3
nagellack,obj,5
gehste,nsubj,1
brumms,advmod,1
merk,ccomp,2
englisch,root,7
englisch,ccomp,2
gebumst,root,3
kegel,root,11
test,obj,10
klopapier,obj,3
wasch,iobj,1
aufweichen,xcomp,1
hals,nsubj:pass,3
hüpfen,csubj,1
weicht,parataxis,1
nein,nsubj:pass,4
still,compound:prt,2
pickel,root,3
pickelchen,nsubj,1
steif,xcomp,1
ziehste,appos,1
opernsängerin,obl,1
schlips,obj,4
stillhältst,ccomp,1
müde,flat:name,1
zürst,flat,1
bade,nsubj,1
holste,flat:name,1
sessel,nmod,1
aufzutauen,ccomp,1
bärenkind,appos,1
büchern,nmod,9
rahel,obl,2
bernadiner,root,1
reiß,conj,1
schlüpfe,root,1
pferdekoppel,root,2
jagen,conj,2
tollen,aux,1
struppig,advmod,1
langweilig,xcomp,22
ungleich,root,1
lobella,root,1
schrift,nsubj,7
schnee,flat:name,1
angenehmer,xcomp,2
christines,obl,1
wassertropfen,obj,1
erwische,root,2
leasst,root,1
schärfe,root,2
entdecke,csubj,1
erdhaufen,obj,1
aufgeworfen,root,1
schrift,obl,8
spitz,conj,2
beschnuppern,root,1
umlegen,ccomp,1
balgen,xcomp,1
toben,obj,1
springe,root,3
gejagt,root,9
schnurre,conj,1
stachelschwein,obl,1
klettere,root,4
stachelschwein,parataxis,1
elch,parataxis,1
herausspringen,root,1
waschbbär,nsubj,1
verschlagen,ccomp,1
verjagen,root,2
sumsum,obj,1
mäuslein,obl,2
mh,discourse,1
weißen,nsubj,4
bambino,root,1
nudelgericht,root,1
tortellini,flat:name,3
ujuijui,root,1
annes,root,1
renate,nsubj,6
raum,advcl,1
tara,nsubj,2
tr,ccomp,1
kippe,ccomp,1
ni,nsubj,5
schütten,advcl,1
serviette,obl,1
nachschub,obj,2
sorgen,root,10
regalen,obl,3
rausgeben,root,3
pasta,flat,1
fünfhundertfünfundreißig,nummod,1
kalorien,obj,3
lemon,flat:name,2
bitter,obj,1
renate,nmod,1
anjos,nmod,1
tobi,obl,1
luka,root,2
janina,conj,1
kompromiss,root,1
festgeklebt,csubj,1
inventur,root,1
rahel,nsubj:pass,3
aufschnappst,csubj,1
zusammen,punct,1
fischstäbchen,appos,5
kirscheis,root,1
kirscheis,obj,1
pasta,nsubj,1
sturm,root,10
biegen,ccomp,1
regale,nsubj,2
regal,nsubj,3
zahnpasta,parataxis,1
bäume,nsubj:pass,8
geschüttelt,ccomp,1
wind,obj,18
sturm,appos,12
wehen,root,4
weißen,obl,7
narzissen,root,1
fliegenpilz,nmod,1
löwenzahnsamen,root,1
träume,root,3
brombeerstrauch,appos,1
begegne,root,2
langsamen,obj,2
grün,advcl,5
autobahn,obj,5
nil,nsubj,1
nachschütten,root,1
windig,advmod,2
gedeckt,root,5
reinfahren,conj,2
pieschern,root,3
toastbrot,obl,1
draufhaben,ccomp,1
käsestulle,root,1
taßen,obj,2
nüchteren,amod,1
magen,advcl,1
toaste,nsubj,1
maxe,advmod,4
marmelade,appos,10
gewünscht,acl,3
gegeßen,advcl,8
vergißt,root,1
gegeßen,ccomp,6
scheiben,root,7
eß,nsubj,1
neüs,root,8
merci,root,2
tommy,parataxis,4
'ne,root,5
'n,cc,1
schnalla,obj,1
draufpaßen,acl,1
schöneres,obj,9
tina,obj,3
käseschnitte,obj,1
verziehste,root,1
eisebahn,root,2
schädel,obj,2
verwechselt,root,6
tolle,advmod,2
draufschaukeln,root,5
voraus,root,1
spinnst,ccomp,5
peilen,root,1
umschmeiße,root,1
rutschbahn,appos,7
runterrutschen,xcomp,5
hochgemacht,root,5
stößt,advcl,2
langläufst,advcl,1
m,advcl,2
thomas,flat:name,27
kaffeetrinken,root,3
mimmi,flat:name,1
aufsteht,ccomp,1
wechs,root,1
strickleiter,nmod,1
dachte,advcl,7
ger,obj,1
schaukelt,conj,5
strickleiter,obl,9
strickleiter,nsubj,1
rumschaukeln,root,3
eisebahn,obj,1
tonbandkabel,nmod,1
zuzudrehen,root,1
sigrid,iobj,1
mim,obj,4
tommy,flat,3
see,nsubj:pass,1
häufchen,nsubj,4
fischt,advcl,1
fischen,ccomp,1
fischangelspiel,obj,1
papierkorb,obj,5
tappisch,advmod,1
tappisch,root,1
großer,appos,4
peng,obj,6
nuß,obl,2
aufmacht,advcl,4
lack,obj,3
tom,obl,2
tom,obj,3
ojoijoijo,root,1
müd,root,5
haselnuß,appos,2
paranuß,conj,3
haselnuß,obj,2
',root,5
paranuß,root,7
paranuß,obj,2
haselnuß,root,7
haselnuß,conj,1
nuße,root,1
aufmache,root,1
halb,nsubj,2
zwölf,nsubj,5
müd,xcomp,1
paranuß,appos,3
haselnuß,flat:name,1
para,flat,3
paranüße,nsubj,1
geknackt,advcl,2
knackt,conj,1
heilgeblieben,root,1
jungfräulich,advmod,1
omami,obl,1
eßen,flat:name,1
reinfreifen,root,1
mitte,nsubj,11
reinlangen,root,2
abi,obj,1
schält,appos,1
reingeschmißen,obj,1
weggeschmißen,root,4
wegzuschmeißen,root,1
standpauke,obj,1
zw,nsubj,1
worin,advmod,4
mitgegangen,root,6
fühlen,xcomp,3
glaßcherben,root,2
glaßcherben,obl,1
huste,flat:name,1
paranuß,obl,2
paranuß,nsubj,2
haselnuß,obl,1
haselnuß,nsubj,2
welche,appos,5
zumacht,ccomp,2
'n,nmod,2
papierkorb,conj,1
reinfällt,root,4
nüßen,root,1
nüßen,nmod,2
drumrum,obj,1
mittendrin,advmod,10
nuß,parataxis,3
draufgebißen,root,1
brille,nsubj:pass,1
heute,conj,8
draufblasen,xcomp,1
knackt,advcl,1
kniestern,root,1
wurscht,obl,1
aufgeknackt,root,2
raustragen,acl,1
raustragen,ccomp,1
allerbesten,root,2
immer,conj,10
außchaukeln,xcomp,1
anderes,obl,2
außchaukeln,obj,2
ausgeschaukelt,root,1
hasch,root,4
würdes,aux,5
folgendermaßen,xcomp,1
vorschlag,obj,30
schicke,appos,1
karierte,appos,2
blaue,obl,4
superschick,root,5
taille,obl,1
fahrradhose,obj,1
streifenshirt,obl,1
flott,xcomp,13
sommertage,nmod,1
geschweigen,advcl,1
kühl,ccomp,2
